place,magnitude,longitude,latitude,depth_km,time,year,month,day,energy_index,depth_score,frequency_index,mag_variability,composite_score
"99 km NNW of Lobujya, Nepal",4.2,86.5315,28.8085,10.0,2022-04-09 18:38:37.466,2022,4,9,0.16279069767441845,0.3247886905645809,0.03950617283950617,0.5160959255080743,0.22546484886327933
"16 km N of Barkot, India",4.3,78.2383,30.9544,10.0,2022-04-09 11:22:33.744,2022,4,9,0.18604651162790664,0.3247886905645809,0.011728395061728394,0.5154398865437689,0.22656153345790997
"45 km ESE of Khorugh, Tajikistan",4.5,72.0117,37.3015,165.09,2022-04-07 07:10:04.415,2022,4,7,0.23255813953488325,0.012968962777823488,0.45740740740740743,0.5136619564361438,0.2760387348489384
"178 km NW of Sabang, Indonesia",4.4,94.3492,7.1856,10.0,2022-04-06 12:37:17.305,2022,4,6,0.20930232558139528,0.3247886905645809,0.25555555555555554,0.50612480251947,0.29426059586144293
"196 km NNW of Sabang, Indonesia",4.8,94.4187,7.4278,10.0,2022-04-06 06:07:11.759,2022,4,6,0.3023255813953487,0.3247886905645809,0.254320987654321,0.49916877203236143,0.3254666888479517
"202 km NNW of Sabang, Indonesia",5.5,94.3078,7.423,10.0,2022-04-06 05:29:43.954,2022,4,6,0.46511627906976716,0.3247886905645809,0.2518518518518519,0.5351302847923411,0.38722037599737785
"142 km SW of Shache, China",4.2,75.9554,37.6329,115.8,2022-04-06 04:54:03.783,2022,4,6,0.16279069767441845,0.022302117223756225,0.012962962962962963,0.5252739652361028,0.14458410901814167
"30 km SSE of Jurm, Afghanistan",4.1,70.9879,36.6154,212.07,2022-04-04 17:43:24.653,2022,4,4,0.13953488372092981,0.00809251942254492,0.965432098765432,0.5278047707098226,0.371389079455793
"169 km NW of Sabang, Indonesia",4.4,94.192,6.9324,10.0,2022-04-04 07:23:41.944,2022,4,4,0.20930232558139528,0.3247886905645809,0.2537037037037037,0.527266307395516,0.2969688586298869
"35 km SSE of Jurm, Afghanistan",4.6,70.9955,36.577,202.7,2022-04-03 22:58:41.923,2022,4,3,0.2558139534883721,0.00888553591295435,0.9574074074074074,0.5279393007263568,0.41029901465997415
"63 km E of Nahr?n, Afghanistan",4.2,69.8291,36.0018,101.15,2022-04-03 15:00:03.555,2022,4,3,0.16279069767441845,0.0268124893361816,0.4604938271604938,0.5279393007263568,0.2579942184191688
"21 km W of Hulbuk, Tajikistan",4.2,69.4042,37.7902,10.0,2022-04-03 07:48:16.739,2022,4,3,0.16279069767441845,0.3247886905645809,0.03641975308641975,0.5296377608807096,0.22672451923090303
"156 km SSW of Zangguy, China",4.5,77.9318,36.0451,10.0,2022-04-02 17:53:47.510,2022,4,2,0.23255813953488325,0.3247886905645809,0.02469135802469136,0.527456416039658,0.24788382339047588
"60 km SE of Gilgit, Pakistan",4.4,74.8138,35.5596,66.44,2022-03-31 07:22:11.235,2022,3,31,0.20930232558139528,0.045320282759842095,0.02654320987654321,0.5265765882110562,0.17020817534424312
"58 km ENE of Falam, Myanmar",4.0,94.1874,23.1411,47.16,2022-03-31 01:18:26.345,2022,3,31,0.11627906976744162,0.06712542640723887,0.12962962962962962,0.5322577011739191,0.16972509360390953
"156 km NE of Thang, India",4.3,78.0076,35.9287,10.0,2022-03-30 10:14:41.835,2022,3,30,0.18604651162790664,0.3247886905645809,0.022222222222222223,0.5212103368085237,0.23005055778774663
"154 km NE of Thang, India",4.3,77.9296,35.9605,10.0,2022-03-29 01:59:33.433,2022,3,29,0.18604651162790664,0.3247886905645809,0.024074074074074074,0.5209938956463824,0.2304810545763884
"Andaman Islands, India region",4.7,93.0229,14.6269,10.0,2022-03-28 21:22:33.266,2022,3,28,0.2790697674418601,0.3247886905645809,0.031481481481481485,0.5212744502643061,0.2649331291558125
"133 km NNE of Bamboo Flat, India",4.2,92.9804,12.8771,26.21,2022-03-25 17:58:26.461,2022,3,25,0.16279069767441845,0.12585068929800655,0.05740740740740741,0.5109139694023286,0.17942836377274923
"59 km NW of Skardu, Pakistan",4.0,75.2199,35.7092,10.0,2022-03-23 01:29:17.462,2022,3,23,0.11627906976744162,0.3247886905645809,0.024074074074074074,0.5183170232517725,0.20566091906603418
northwestern Kashmir,4.1,74.9006,35.6142,46.47,2022-03-22 20:11:39.450,2022,3,22,0.13953488372092981,0.06823408886934695,0.025925925925925925,0.5221712120852162,0.15070289481392607
"10 km W of Farkh?r, Afghanistan",4.2,69.7435,36.5693,170.8,2022-03-22 18:14:34.649,2022,3,22,0.16279069767441845,0.012233898316687577,0.5407407407407406,0.5170582261193986,0.2727791378683133
"76 km SW of Ashk?sham, Afghanistan",4.2,70.9778,36.1622,92.2,2022-03-22 14:23:44.906,2022,3,22,0.16279069767441845,0.030265713047855268,0.8771604938271604,0.5170582261193986,0.3613920298227102
"49 km WSW of Ashk?sham, Afghanistan",4.2,71.0645,36.4529,119.6,2022-03-22 05:22:33.846,2022,3,22,0.16279069767441845,0.021311172548452342,0.9351851851851851,0.5148641525512783,0.3733304565021476
"58 km E of Khorugh, Tajikistan",4.4,72.2188,37.503,183.49,2022-03-21 15:20:27.807,2022,3,21,0.20930232558139528,0.010763206777032222,0.2932098765432099,0.5142715286683327,0.22638981408379877
"63 km NW of Skardu, Pakistan",4.2,75.0961,35.661,10.0,2022-03-21 13:43:56.499,2022,3,21,0.16279069767441845,0.3247886905645809,0.025308641975308643,0.5156748606060692,0.2218523064119292
"61 km SE of W?ngjing, India",4.5,94.4865,24.1944,82.38,2022-03-21 06:36:03.776,2022,3,21,0.23255813953488325,0.034907547493756325,0.12098765432098765,0.5146288083284012,0.1975634705401553
"Andaman Islands, India region",4.1,93.0222,14.5923,10.0,2022-03-20 21:54:49.023,2022,3,20,0.13953488372092981,0.3247886905645809,0.034567901234567905,0.5181558099035745,0.2163997287376488
"68 km WNW of Skardu, Pakistan",4.5,74.9652,35.5881,10.0,2022-03-20 13:06:56.543,2022,3,20,0.23255813953488325,0.3247886905645809,0.02654320987654321,0.5184217850445856,0.246991591704178
western Xizang,4.3,87.6878,34.389,10.0,2022-03-20 04:36:33.979,2022,3,20,0.18604651162790664,0.3247886905645809,0.008641975308641974,0.5118288838690476,0.22524827811843018
"69 km E of Khorugh, Tajikistan",4.2,72.3275,37.593,193.55,2022-03-19 06:22:21.782,2022,3,19,0.16279069767441845,0.009733651006590823,0.2679012345679012,0.5041731997117033,0.20201144553642494
"31 km SSE of Khorugh, Tajikistan",4.0,71.74,37.2502,128.69,2022-03-18 12:54:05.902,2022,3,18,0.11627906976744162,0.019176329028669857,0.6944444444444444,0.50713897429425,0.29517371393102065
"30 km WNW of Imph?l, India",4.4,93.6502,24.8691,40.97,2022-03-18 05:40:18.475,2022,3,18,0.20930232558139528,0.07837461412248463,0.046296296296296294,0.5066527549947458,0.18042145480739546
"9 km SW of B?rew?la, Pakistan",4.3,72.5726,30.1073,10.0,2022-03-18 02:54:09.608,2022,3,18,0.18604651162790664,0.3247886905645809,0.0,0.5031447476839007,0.22178516386349764
"153 km NE of Thang, India",4.1,77.9458,35.9368,10.0,2022-03-17 17:35:00.416,2022,3,17,0.13953488372092981,0.3247886905645809,0.024074074074074074,0.5066527549947458,0.21205081371120105
"156 km NE of Thang, India",5.1,77.9099,35.9998,10.0,2022-03-17 13:41:18.468,2022,3,17,0.3720930232558135,0.3247886905645809,0.024074074074074074,0.5143121411291025,0.2945950704685638
"54 km NNW of Skardu, Pakistan",4.1,75.3139,35.7142,10.0,2022-03-16 16:10:46.275,2022,3,16,0.13953488372092981,0.3247886905645809,0.02469135802469136,0.5156748606060692,0.2135584505405539
"65 km ESE of Gilgit, Pakistan",5.1,74.9251,35.5965,10.0,2022-03-16 13:35:23.288,2022,3,16,0.3720930232558135,0.3247886905645809,0.025925925925925925,0.5328851972816826,0.2978439918544138
"155 km NE of Thang, India",4.3,77.9888,35.9335,10.0,2022-03-16 06:10:12.001,2022,3,16,0.18604651162790664,0.3247886905645809,0.02345679012345679,0.5314015451756928,0.23188788101813065
"151 km NE of Thang, India",4.1,77.9477,35.9093,10.0,2022-03-16 03:41:25.723,2022,3,16,0.13953488372092981,0.3247886905645809,0.024074074074074074,0.5304652649735027,0.21562269020801456
"176 km NNE of Shi Yomi, India",4.1,95.07,29.9999,35.0,2022-03-15 02:51:06.411,2022,3,15,0.13953488372092981,0.09288867109513958,0.07777777777777777,0.5339815411343134,0.1716010526907018
"40 km NW of Khand?d, Afghanistan",4.1,71.9679,37.1836,148.48,2022-03-15 02:07:05.869,2022,3,15,0.13953488372092981,0.015426493866529967,0.5851851851851851,0.5190660075865181,0.2768500302032319
"46 km NNE of Falam, Myanmar",4.1,93.9006,23.2811,10.0,2022-03-15 00:25:52.672,2022,3,15,0.13953488372092981,0.3247886905645809,0.1277777777777778,0.49560779448109865,0.2363199955600799
"112 km N of Thang, India",4.2,76.8204,35.9455,10.0,2022-03-14 06:46:59.632,2022,3,14,0.16279069767441845,0.3247886905645809,0.027160493827160494,0.49692093268975646,0.21950218018744522
Afghanistan-Tajikistan border region,4.3,69.9017,37.1373,10.0,2022-03-13 14:39:34.674,2022,3,13,0.18604651162790664,0.3247886905645809,0.41728395061728396,0.4740679581893756,0.3217446330936399
"42 km WNW of Khand?d, Afghanistan",4.3,71.8578,37.0643,156.47,2022-03-13 13:12:34.068,2022,3,13,0.18604651162790664,0.014179622002745267,0.7487654320987653,0.47332719899420433,0.32685162244427557
"211 km SW of Pathein, Myanmar",4.3,93.5518,15.2481,10.0,2022-03-13 03:28:16.992,2022,3,13,0.18604651162790664,0.3247886905645809,0.008641975308641974,0.47337132424940587,0.2194796441754839
"90 km ESE of Falam, Myanmar",4.5,94.5412,22.7307,101.22,2022-03-13 01:11:03.000,2022,3,13,0.23255813953488325,0.02678786413684163,0.10185185185185185,0.4716296662133462,0.18429972776638442
"35 km ESE of Khorugh, Tajikistan",4.6,71.9394,37.4076,135.11,2022-03-11 20:52:18.664,2022,3,11,0.2558139534883721,0.017840365918460895,0.412962962962963,0.42259823916348904,0.26062545181580954
"140 km NE of Thang, India",4.5,77.8078,35.8865,10.0,2022-03-10 19:28:51.759,2022,3,10,0.23255813953488325,0.3247886905645809,0.024074074074074074,0.42101368825501806,0.23176309323512556
"76 km SE of Farkh?r, Afghanistan",4.1,70.4466,36.0746,105.46,2022-03-08 14:22:15.105,2022,3,8,0.13953488372092981,0.025356666928321947,0.8580246913580246,0.422924314288109,0.3331211960171284
"65 km SW of Ashk?sham, Afghanistan",4.2,71.1034,36.2025,98.22,2022-03-07 15:58:38.291,2022,3,7,0.16279069767441845,0.02787439512681108,0.869753086419753,0.4238221914078156,0.3449569432838598
"38 km ESE of Farkh?r, Afghanistan",4.3,70.2667,36.4567,205.91,2022-03-06 21:30:58.594,2022,3,6,0.18604651162790664,0.00860577406691586,0.8888888888888888,0.42259823916348893,0.3528796806832418
western Xizang,4.6,81.891,33.636,10.0,2022-03-04 04:07:51.771,2022,3,4,0.2558139534883721,0.3247886905645809,0.016666666666666666,0.4257888942741566,0.23876705716986563
"79 km SE of Farkh?r, Afghanistan",4.8,70.573,36.1554,86.62,2022-03-03 14:13:13.485,2022,3,3,0.3023255813953487,0.03277569731968277,0.8790123456790123,0.4257888942741566,0.39762929837916927
"164 km NNE of Shi Yomi, India",4.4,95.0011,29.9082,10.0,2022-03-03 08:47:06.403,2022,3,3,0.20930232558139528,0.3247886905645809,0.07839506172839505,0.3524563533067276,0.2269202050227415
"164 km NNE of Shi Yomi, India",4.1,94.9732,29.9171,10.0,2022-03-03 08:19:05.856,2022,3,3,0.13953488372092981,0.3247886905645809,0.07777777777777777,0.3544301195888653,0.2026433443262449
"34 km NE of B?z?rak, Afghanistan",5.2,69.7845,35.5378,91.19,2022-03-02 09:58:27.468,2022,3,2,0.3953488372093019,0.030697508047578266,0.14320987654320988,0.3940873336654149,0.24096203922076492
"Southern Qinghai, China",4.8,95.7805,35.8038,10.0,2022-03-02 00:18:48.927,2022,3,2,0.3023255813953487,0.3247886905645809,0.0006172839506172839,0.404878794890698,0.2478972663507763
"45 km ESE of Monywa, Myanmar",4.2,95.541,21.9422,10.0,2022-02-28 07:54:41.204,2022,2,28,0.16279069767441845,0.3247886905645809,0.029012345679012348,0.40247802025136664,0.20579870628464975
"73 km NNE of P?r?n, Afghanistan",4.2,71.0861,36.071,97.05,2022-02-26 05:50:45.822,2022,2,26,0.16279069767441845,0.028316163889074458,0.8469135802469135,0.40247802025136664,0.3361558832577485
"17 km NNE of Dharamsala, India",3.6,76.3939,32.3654,10.0,2022-02-25 07:29:03.263,2022,2,25,0.02325581395348797,0.3247886905645809,0.028395061728395062,0.42853686274400615,0.1607160023685657
"49 km ESE of Farkh?r, Afghanistan",4.5,70.4004,36.4695,201.34,2022-02-25 00:11:56.596,2022,2,25,0.23255813953488325,0.009006741348373653,0.9104938271604938,0.42853686274400615,0.37555102037602694
"9 km SE of Sar?han, India",4.2,77.8709,31.4596,10.0,2022-02-23 04:28:24.354,2022,2,23,0.16279069767441845,0.3247886905645809,0.01111111111111111,0.4290045064381858,0.20530237057069728
"12 km NW of Baghl?n, Afghanistan",4.0,68.6023,36.1973,44.93,2022-02-22 14:59:30.901,2022,2,22,0.11627906976744162,0.0708286326656625,0.08271604938271604,0.4290045064381858,0.14343452089642705
"64 km WNW of Skardu, Pakistan",4.4,75.0229,35.6023,10.0,2022-02-22 03:05:23.758,2022,2,22,0.20930232558139528,0.3247886905645809,0.025925925925925925,0.4292673321364348,0.22532456789658029
"32 km ESE of Farkh?r, Afghanistan",4.2,70.2034,36.4875,216.15,2022-02-21 20:27:44.295,2022,2,21,0.16279069767441845,0.007768602240286785,0.874074074074074,0.4299771305814001,0.3419339828518467
"36 km S of Jurm, Afghanistan",4.0,70.8793,36.538,201.38,2022-02-21 16:24:33.784,2022,2,21,0.11627906976744162,0.009003153231204016,0.945679012345679,0.4275902716855153,0.34350675656565266
"22 km W of Hakha, Myanmar",4.6,93.3976,22.6801,48.71,2022-02-21 15:23:43.852,2022,2,21,0.2558139534883721,0.06474717687974112,0.062345679012345674,0.4310154077771104,0.18596040886051848
"9 km W of Ashk?sham, Afghanistan",4.2,71.4306,36.6922,178.84,2022-02-21 05:47:49.574,2022,2,21,0.16279069767441845,0.011278020115306679,0.9617283950617284,0.4267688469955954,0.36424367502964455
"107 km WSW of Qamdo, China",4.5,96.1421,30.7466,10.0,2022-02-20 23:09:50.841,2022,2,20,0.23255813953488325,0.3247886905645809,0.00802469135802469,0.42582813568194094,0.22847291467015163
"248 km ESE of Port Blair, India",4.3,94.8857,10.8986,10.0,2022-02-20 11:43:42.215,2022,2,20,0.18604651162790664,0.3247886905645809,0.053703703703703705,0.42505244709112167,0.2234972447005067
"44 km SSW of Jurm, Afghanistan",4.3,70.6836,36.4782,198.87,2022-02-20 11:27:00.420,2022,2,20,0.18604651162790664,0.009231090048453091,0.924074074074074,0.4242556482739731,0.36208091734149506
"34 km WNW of Khand?d, Afghanistan",4.2,71.9409,37.0376,169.92,2022-02-20 11:04:15.307,2022,2,20,0.16279069767441845,0.012343981908388554,0.7074074074074074,0.4242556482739731,0.3005529387560914
"24 km ESE of Farkh?r, Afghanistan",4.3,70.1123,36.5001,214.65,2022-02-20 09:37:25.833,2022,2,20,0.18604651162790664,0.00788626470060467,0.8308641975308642,0.42406852806994283,0.338414173838126
"17 km N of Baffa, Pakistan",4.2,73.2217,34.5993,10.0,2022-02-19 23:03:43.106,2022,2,19,0.16279069767441845,0.3247886905645809,0.030864197530864196,0.42406852806994283,0.20950024542039913
"39 km ESE of Khorugh, Tajikistan",4.1,71.9459,37.3132,196.07,2022-02-19 03:32:14.558,2022,2,19,0.13953488372092981,0.009492213492181866,0.4839506172839506,0.425091756482409,0.2359616804687199
"38 km ENE of Jurm, Afghanistan",4.4,71.2421,36.9881,120.0,2022-02-17 09:14:38.110,2022,2,17,0.20930232558139528,0.02121048325913047,0.9876543209876543,0.4228749251281384,0.38890325378440527
"Nicobar Islands, India region",4.7,91.9122,8.0859,10.0,2022-02-16 19:16:24.141,2022,2,16,0.2790697674418601,0.3247886905645809,0.02345679012345679,0.42817603880570076,0.24896219459751556
"49 km W of Gahkuch, Pakistan",4.4,73.2176,36.2366,62.14,2022-02-16 05:38:15.249,2022,2,16,0.20930232558139528,0.049029670897225736,0.010493827160493827,0.4283418605211584,0.15238796754609202
"189 km NW of Sabang, Indonesia",4.5,94.292,7.259,10.0,2022-02-13 16:14:36.350,2022,2,13,0.23255813953488325,0.3247886905645809,0.25617283950617287,0.4287220327011872,0.29094403626007564
"29 km W of P?r?n, Afghanistan",4.6,70.5963,35.4588,83.92,2022-02-12 18:04:49.886,2022,2,12,0.2558139534883721,0.034108624709413844,0.19691358024691358,0.4260242885025554,0.2111940782353954
"39 km SW of Ashk?sham, Afghanistan",4.2,71.2769,36.3882,120.21,2022-02-12 10:50:23.937,2022,2,12,0.16279069767441845,0.021157887414287507,0.9179012345679012,0.42700370100603474,0.35579207983249883
"34 km WSW of Sarupathar, India",4.8,96.4951,26.0883,10.0,2022-02-11 19:16:50.015,2022,2,11,0.3023255813953487,0.3247886905645809,0.04197530864197531,0.43653350789884393,0.2629849794748377
"44 km ENE of Jurm, Afghanistan",4.0,71.2637,37.0637,111.8,2022-02-10 07:14:41.056,2022,2,10,0.11627906976744162,0.023417346113655903,0.9753086419753085,0.439461471569705,0.35629839217630144
"99 km S of Port Blair, India",4.5,92.8626,10.7745,33.09,2022-02-08 07:49:43.255,2022,2,8,0.23255813953488325,0.09860556098549211,0.03950617283950617,0.4129997523826741,0.1778732451508598
western Xizang,4.0,84.6249,32.9589,10.0,2022-02-07 21:37:39.880,2022,2,7,0.11627906976744162,0.3247886905645809,0.011728395061728394,0.4159527757629064,0.18721986218961784
"100 km W of Qamdo, China",4.4,96.1288,31.0285,10.0,2022-02-06 17:29:15.811,2022,2,6,0.20930232558139528,0.3247886905645809,0.006172839506172839,0.3856765695079012,0.21384768189736197
"25 km NNW of Ishqoshim, Tajikistan",4.4,71.455,36.9207,105.96,2022-02-06 10:40:12.843,2022,2,6,0.20930232558139528,0.025195372966094302,0.9493827160493826,0.38590395720427534,0.37478592978799885
"24 km E of Sar?han, India",4.2,78.0555,31.5122,10.0,2022-02-06 05:57:32.293,2022,2,6,0.16279069767441845,0.3247886905645809,0.011728395061728394,0.3839396700282411,0.1986969660968599
"39 km SSE of Jurm, Afghanistan",4.0,70.9294,36.5184,200.87,2022-02-06 02:46:38.086,2022,2,6,0.11627906976744162,0.00904900823818046,0.9450617283950616,0.38698492278726065,0.3372730969950042
"12 km SE of Ashk?sham, Afghanistan",4.2,71.6299,36.6024,105.06,2022-02-05 18:16:42.905,2022,2,5,0.16279069767441845,0.025486797059944555,0.8882716049382715,0.38502615041077093,0.3431702672472161
"45 km SW of Ashk?sham, Afghanistan",5.8,71.126,36.4307,212.0,2022-02-05 04:16:01.236,2022,2,5,0.5348837209302324,0.0080981851032143,0.928395061728395,0.48332672820702466,0.49383162326453733
"50 km SW of Jurm, Afghanistan",4.9,70.4391,36.5399,205.03,2022-02-03 19:31:29.080,2022,2,3,0.3255813953488369,0.008681601558804082,0.9209876543209876,0.49391917698438637,0.4204586788896988
"Southern Qinghai, China",4.6,95.0293,33.3086,10.0,2022-02-01 23:13:12.958,2022,2,1,0.2558139534883721,0.3247886905645809,0.006172839506172839,0.4956162231134162,0.24661769970563108
"47 km SW of Kohlu, Pakistan",4.1,68.9004,29.5941,10.0,2022-01-31 17:03:53.352,2022,1,31,0.13953488372092981,0.3247886905645809,0.017901234567901235,0.49870828799908773,0.20931593378530916
"20 km ENE of Jurm, Afghanistan",4.2,71.0291,36.959,109.87,2022-01-30 08:48:00.284,2022,1,30,0.16279069767441845,0.023984224794265492,0.9839506172839505,0.4998043790765885,0.3839311115670887
"210 km SE of Port Blair, India",4.4,94.3334,10.5863,10.0,2022-01-29 23:46:31.813,2022,1,29,0.20930232558139528,0.3247886905645809,0.0839506172839506,0.4992106131546348,0.25032223288881644
"67 km NW of Skardu, Pakistan",4.1,75.0156,35.6406,10.0,2022-01-29 06:40:34.547,2022,1,29,0.13953488372092981,0.3247886905645809,0.025925925925925925,0.5001719929252134,0.21154166236373417
"72 km SE of Farkh?r, Afghanistan",4.4,70.4209,36.1005,124.33,2022-01-28 16:49:10.545,2022,1,28,0.20930232558139528,0.02016165724968931,0.858641975308642,0.49947831333845005,0.3678784690938387
"37 km SSE of Jurm, Afghanistan",4.1,70.9321,36.5388,198.05,2022-01-27 17:26:40.375,2022,1,27,0.13953488372092981,0.009306801229394016,0.9475308641975309,0.49947831333845005,0.3629683726598242
"292 km NW of Sabang, Indonesia",4.6,93.2518,7.5449,35.0,2022-01-26 02:10:34.895,2022,1,26,0.2558139534883721,0.09288867109513958,0.0685185185185185,0.5004809137518785,0.20495881818712652
"Xizang, China",4.0,82.0597,33.7922,27.84,2022-01-25 02:32:33.552,2022,1,25,0.11627906976744162,0.11822077308323,0.01851851851851852,0.5059844725463226,0.1507801682009901
"21 km NW of Dh?rchula, India",4.0,80.3548,29.9803,10.0,2022-01-24 19:38:59.306,2022,1,24,0.11627906976744162,0.3247886905645809,0.02962962962962963,0.5090463839522904,0.20565921206000076
"2 km ENE of Nahr?n, Afghanistan",5.0,69.1575,36.0702,10.0,2022-01-24 01:20:50.412,2022,1,24,0.3488372093023251,0.3247886905645809,0.17839506172839506,0.5178654994074008,0.32556878624016783
"129 km WSW of Myitkyina, Myanmar",4.4,96.1665,25.0405,10.0,2022-01-23 15:52:50.262,2022,1,23,0.20930232558139528,0.3247886905645809,0.04938271604938271,0.5178654994074008,0.24447849051808937
"169 km SW of Bamboo Flat, India",4.6,91.4855,10.7625,10.0,2022-01-23 15:50:16.399,2022,1,23,0.2558139534883721,0.3247886905645809,0.02777777777777778,0.5172601625559623,0.25526552518991424
"173 km SW of Bamboo Flat, India",4.5,91.5003,10.6973,10.0,2022-01-23 15:21:50.341,2022,1,23,0.23255813953488325,0.3247886905645809,0.029012345679012348,0.48895503916523064,0.243188863772892
"59 km SSW of Mawlaik, Myanmar",4.1,94.2434,23.1302,76.07,2022-01-22 17:22:18.579,2022,1,22,0.13953488372092981,0.038514480465473316,0.12901234567901235,0.48287708967640836,0.1631504792899081
"132 km SE of Narasannapeta, India",4.2,84.9267,17.562,10.0,2022-01-22 08:46:23.113,2022,1,22,0.16279069767441845,0.3247886905645809,0.0,0.48287708967640836,0.2106054802786529
"16 km SE of Kishtw?r, India",4.1,75.9072,33.2225,10.0,2022-01-21 21:23:38.467,2022,1,21,0.13953488372092981,0.3247886905645809,0.03518518518518519,0.48452659816232685,0.211509667964116
"23 km NE of Falam, Myanmar",5.4,93.8172,23.0871,58.96,2022-01-21 10:12:31.865,2022,1,21,0.44186046511627874,0.05211510929969866,0.11666666666666665,0.5060835330372155,0.2727591367378712
"35 km SSE of Jurm, Afghanistan",4.5,70.925,36.5511,205.32,2022-01-20 05:55:21.002,2022,1,20,0.23255813953488325,0.008656541495219537,0.9487654320987654,0.5060835330372155,0.3966633721912877
"92 km ENE of Nagqu, China",4.4,92.9243,31.8613,10.0,2022-01-19 00:19:44.860,2022,1,19,0.20930232558139528,0.3247886905645809,0.016666666666666666,0.5047942303717345,0.23433878781706044
"70 km SSW of Ashk?sham, Afghanistan",4.4,71.1441,36.133,93.26,2022-01-18 22:46:21.531,2022,1,18,0.20930232558139528,0.029822493935289747,0.854320987654321,0.4986664047286971,0.3690916450601956
"36 km SSW of Chur?ch?ndpur, India",4.5,93.5196,24.0361,60.79,2022-01-18 02:22:15.803,2022,1,18,0.23255813953488325,0.050300733549720714,0.07222222222222222,0.49917714053738294,0.1869026588608023
"22 km SE of Sanjwal, Pakistan",4.3,72.5708,33.5946,41.1,2022-01-18 00:30:14.220,2022,1,18,0.18604651162790664,0.07810435631471249,0.012962962962962963,0.49799579333770566,0.16258247788984204
"86 km NNW of Shi Yomi, India",5.1,94.1513,29.2819,10.0,2022-01-17 22:59:23.843,2022,1,17,0.3720930232558135,0.3247886905645809,0.009876543209876543,0.5113798000599227,0.29060583659213746
"49 km N of Imph?l, India",4.6,93.8695,25.2468,10.0,2022-01-16 21:09:22.262,2022,1,16,0.2558139534883721,0.3247886905645809,0.034567901234567905,0.5113798000599227,0.2560810016797058
"31 km NNE of Mawlaik, Myanmar",4.2,94.5597,23.8937,73.01,2022-01-16 10:50:58.840,2022,1,16,0.16279069767441845,0.04048509474579863,0.13024691358024693,0.5113798000599227,0.17636671627654624
"9 km SW of Ashk?sham, Afghanistan",4.3,71.4625,36.6171,100.88,2022-01-15 11:22:09.834,2022,1,15,0.18604651162790664,0.026907789230548027,0.945679012345679,0.5115758123838776,0.3849993513214057
"40 km S of Jurm, Afghanistan",4.2,70.9073,36.5064,198.38,2022-01-15 05:57:57.657,2022,1,15,0.16279069767441845,0.00927625721409024,0.9388888888888888,0.512872501894404,0.3709489059959518
"51 km SW of Jurm, Afghanistan",4.3,70.5044,36.4859,207.77,2022-01-14 19:09:54.298,2022,1,14,0.18604651162790664,0.008447605807772809,0.9179012345679012,0.512872501894404,0.3736343644478464
"16 km SSW of Ashk?sham, Afghanistan",5.3,71.4945,36.5418,106.99,2022-01-14 16:13:03.550,2022,1,14,0.41860465116279033,0.024867814935252246,0.9271604938271605,0.5417172051988548,0.465776285877408
"Sagaing, Myanmar",4.2,94.6403,24.3313,89.01,2022-01-14 08:29:05.776,2022,1,14,0.16279069767441845,0.03166253152531856,0.12160493827160493,0.5430957696828506,0.1767579770877049
"91 km SE of Phek, India",4.1,95.0765,25.0326,94.89,2022-01-13 19:03:30.121,2022,1,13,0.13953488372092981,0.029160059633559353,0.07962962962962962,0.5452222084980817,0.15781796289283495
"37 km ESE of Farkh?r, Afghanistan",4.1,70.2604,36.4719,221.46,2022-01-13 17:36:52.352,2022,1,13,0.13953488372092981,0.007364827899420405,0.8913580246913579,0.5452222084980817,0.3553012537247323
"Southern Qinghai, China",4.5,97.9393,34.6373,10.0,2022-01-13 13:32:46.671,2022,1,13,0.23255813953488325,0.3247886905645809,0.01111111111111111,0.5453983992309077,0.24718005914076827
"126 km WSW of Rikaze, China",4.1,87.6854,28.8094,10.0,2022-01-13 03:13:54.822,2022,1,13,0.13953488372092981,0.3247886905645809,0.03271604938271605,0.5464084821555902,0.22017466661248825
"48 km NNE of Imph?l, India",4.5,94.1077,25.22,13.28,2022-01-12 20:46:57.971,2022,1,12,0.23255813953488325,0.24808629757031855,0.056790123456790124,0.5466607112675662,0.23961356078412122
"60 km SSE of Mawlaik, Myanmar",4.6,94.6845,23.1568,98.81,2022-01-12 06:17:33.221,2022,1,12,0.2558139534883721,0.02765555110083219,0.10679012345679012,0.54766083853852,0.2052954281411138
"51 km SSW of Jurm, Afghanistan",4.9,70.5248,36.474,79.01,2022-01-12 05:26:44.602,2022,1,12,0.3255813953488369,0.03676312757540394,0.9172839506172838,0.5550930717124686,0.4357292186771351
"191 km NW of Sabang, Indonesia",4.6,94.2638,7.2609,112.14,2022-01-11 10:07:22.297,2022,1,11,0.2558139534883721,0.023319485123564646,0.25555555555555554,0.5541892805970656,0.24238203598027014
"132 km NW of Sabang, Indonesia",4.4,94.632,6.8783,110.04,2022-01-09 03:55:39.835,2022,1,9,0.20930232558139528,0.023933501040796785,0.24876543209876545,0.5490396962271856,0.22378650167245673
"87 km SE of Port Blair, India",4.3,93.2253,11.0371,88.26,2022-01-08 05:42:01.889,2022,1,8,0.18604651162790664,0.03200543318056783,0.044444444444444446,0.5426340712489058,0.16562385916335626
"62 km N of Khand?d, Afghanistan",4.1,72.2934,37.5127,184.72,2022-01-06 21:28:36.897,2022,1,6,0.13953488372092981,0.01063134176827932,0.28271604938271605,0.5465613621793306,0.20415826141697385
