place,magnitude,longitude,latitude,depth_km,time,year,month,day,energy_index,depth_score,frequency_index,mag_variability,composite_score,cluster
"27 km W of Ashk?sham, Afghanistan",4.1,71.2333,36.718,189.69,2017-06-16 13:16:34.680,2017,6,16,0.1395348837209298,0.0101158452250873,0.9864197530864196,0.4075832612672657,0.359108598070292,2
"46 km SSW of Khorugh, Tajikistan",4.3,71.3438,37.1097,104.18,2017-06-15 20:33:21.700,2017,6,15,0.1860465116279066,0.0257765673431504,0.924074074074074,0.4035870484836419,0.3631169966966197,2
"22 km NNW of Shingli Bala, Pakistan",4.7,72.9161,34.8708,25.09,2017-06-14 09:06:06.430,2017,6,14,0.2790697674418601,0.1316459284694037,0.0277777777777777,0.4061150059855675,0.1984475960642815,15
"254 km NNW of Nagqu, China",4.8,91.076,33.616,35.0,2017-06-13 19:38:18.360,2017,6,13,0.3023255813953487,0.0928886710951395,0.0148148148148148,0.3957797021090493,0.192106780282218,-1
"10 km SSE of Jurm, Afghanistan",4.1,70.8937,36.7882,102.06,2017-06-12 23:23:29.600,2017,6,12,0.1395348837209298,0.0264949709741118,0.9938271604938272,0.3984201211801088,0.3636807603463264,2
"61 km SSW of Ashk?sham, Afghanistan",4.3,71.2837,36.1718,102.24,2017-06-12 15:27:23.240,2017,6,12,0.1860465116279066,0.0264328282433854,0.8432098765432098,0.3967495451515621,0.3420393870391504,2
"45 km SW of Ashk?sham, Afghanistan",4.6,71.223,36.3624,77.59,2017-06-12 13:54:25.970,2017,6,12,0.2558139534883721,0.0375926588181381,0.9111111111111112,0.3984201211801088,0.3864738443802589,2
"299 km WNW of Sabang, Indonesia",4.5,92.6617,6.4255,31.58,2017-06-12 00:09:05.310,2017,6,12,0.2325581395348832,0.1035996333203579,0.019753086419753,0.3968337673135576,0.1717585938692705,10
"40 km ESE of K?lob, Tajikistan",4.4,70.2024,37.7726,18.69,2017-06-11 21:18:09.670,2017,6,11,0.2093023255813952,0.1774091027721582,0.0358024691358024,0.3920361930199368,0.185364135883469,2
"54 km SSW of Jurm, Afghanistan",4.1,70.5005,36.455,136.44,2017-06-10 20:43:32.300,2017,6,10,0.1395348837209298,0.0175792072637131,0.9166666666666666,0.3947228221458506,0.341607101106798,2
"74 km SE of Phek, India",4.6,95.1091,25.2784,92.06,2017-06-09 11:48:06.920,2017,6,9,0.2558139534883721,0.0303250062680647,0.0703703703703703,0.3947228221458506,0.1739171512024166,1
"269 km NNW of Nagqu, China",4.0,91.116,33.772,62.21,2017-06-08 04:31:55.080,2017,6,8,0.1162790697674416,0.0489652445313689,0.0129629629629629,0.4025506669041732,0.1165623263278135,-1
"254 km NNW of Nagqu, China",4.6,91.0601,33.615,10.0,2017-06-08 00:56:54.020,2017,6,8,0.2558139534883721,0.3247886905645809,0.0148148148148148,0.399895736929265,0.2344201206051689,-1
"6 km ENE of R?j?pur, India",4.3,73.576,16.6688,15.46,2017-06-03 18:14:50.550,2017,6,3,0.1860465116279066,0.2140176873400039,0.0012345679012345,0.3955263084734432,0.1782582891510934,-1
"114 km E of W?ngjing, India",4.1,95.1741,24.7698,108.98,2017-06-03 02:42:58.150,2017,6,3,0.1395348837209298,0.0242523380004525,0.0888888888888888,0.3982523300077146,0.1368603655258179,1
"16 km NW of Kharkhauda, India",4.7,76.7797,28.9744,10.0,2017-06-01 22:55:54.880,2017,6,1,0.2790697674418601,0.3247886905645809,0.0086419753086419,0.3946381494742815,0.2402278074940989,26
"160 km SSE of Port Blair, India",4.4,93.2343,10.3004,82.18,2017-05-30 22:24:43.880,2017,5,30,0.2093023255813952,0.0350134741226699,0.0919753086419753,0.3940343300292524,0.1641081591490375,4
"71 km SE of Mawlaik, Myanmar",4.1,94.9352,23.2203,107.23,2017-05-29 15:36:53.250,2017,5,29,0.1395348837209298,0.0247923863426476,0.0999999999999999,0.3984201211801088,0.1397983240650036,1
"42 km NE of Jurm, Afghanistan",4.4,71.2065,37.1091,88.67,2017-05-29 15:18:33.460,2017,5,29,0.2093023255813952,0.0318172695141541,0.975925925925926,0.397885040129701,0.3848743688329635,2
"15 km E of Kishtw?r, India",4.5,75.9276,33.2999,35.9,2017-05-29 13:53:29.160,2017,5,29,0.2325581395348832,0.0903999879593699,0.0345679012345679,0.3935782040989345,0.1716740517505338,5
"33 km SE of Khorugh, Tajikistan",4.4,71.8701,37.321,168.04,2017-05-28 23:50:03.540,2017,5,28,0.2093023255813952,0.012583000368126,0.519753086419753,0.3931002962556861,0.265304880088811,2
"19 km E of Khorugh, Tajikistan",4.4,71.766,37.5198,117.03,2017-05-27 22:36:01.120,2017,5,27,0.2093023255813952,0.0219743799597126,0.3975308641975308,0.3926005269549431,0.2370222040360406,2
"35 km S of Jurm, Afghanistan",4.0,70.8308,36.5417,193.09,2017-05-26 18:31:55.810,2017,5,26,0.1162790697674416,0.0097783996010567,0.9388888888888888,0.3962754619611679,0.3373058158352661,2
"22 km S of Maydanshakhr, Afghanistan",3.5,68.8899,34.1898,10.4,2017-05-26 16:11:59.880,2017,5,26,0.0,0.3130716369492827,0.0172839506172839,0.434230796293294,0.1477235163356357,2
western Xizang,4.2,88.9596,33.5188,10.0,2017-05-24 16:08:10.570,2017,5,24,0.1627906976744184,0.3247886905645809,0.0135802469135802,0.4319835043378823,0.206366504206269,29
"16 km N of Pul-e ‘Alam, Afghanistan",3.7,69.027,34.1411,9.95,2017-05-24 12:40:17.490,2017,5,24,0.0465116279069768,0.3263135126104073,0.0203703703703703,0.4533851819611301,0.1709578178068058,2
"28 km E of Wangdue Phodrang, Bhutan",4.4,90.1818,27.5189,28.39,2017-05-24 03:16:29.050,2017,5,24,0.2093023255813952,0.1158372255907136,0.0061728395061728,0.4468516986871335,0.17078608503078,-1
"Hindu Kush region, Afghanistan",4.3,70.1304,35.6949,87.02,2017-05-23 14:37:27.580,2017,5,23,0.1860465116279066,0.0325851813697118,0.4067901234567901,0.433990227862129,0.2400586394557121,2
"256 km E of Port Blair, India",4.6,95.0885,11.5138,20.77,2017-05-21 17:38:11.660,2017,5,21,0.2558139534883721,0.1595846932312014,0.0296296296296296,0.4275121087616348,0.2009652807503832,4
"68 km S of Jurm, Afghanistan",4.0,70.8269,36.2491,106.39,2017-05-21 05:33:35.550,2017,5,21,0.1162790697674416,0.0250578614148499,0.8975308641975308,0.4308990900290294,0.3359797193260542,2
"38 km NNE of Chamba, India",4.2,76.2986,32.8696,35.36,2017-05-20 05:48:44.460,2017,5,20,0.1627906976744184,0.0918784135845796,0.0339506172839506,0.4308990900290294,0.1530688654075334,5
"40 km E of Bhadarw?h, India",4.5,76.1431,33.0204,42.99,2017-05-19 00:02:33.540,2017,5,19,0.2325581395348832,0.0743556474887115,0.0351851851851851,0.4170259711134849,0.171334452672706,5
Eastern Xizang,4.5,96.8954,30.3205,28.76,2017-05-18 23:07:04.660,2017,5,18,0.2325581395348832,0.1142833180526428,0.0043209876543209,0.4180764286297724,0.1737578895584159,-1
"36 km SSW of Ashk?sham, Afghanistan",4.2,71.3656,36.384,100.48,2017-05-18 21:34:40.840,2017,5,18,0.1627906976744184,0.0270499064032006,0.9074074074074072,0.4180764286297724,0.3533025369331642,2
"26 km E of Farkh?r, Afghanistan",4.5,70.1552,36.5826,213.29,2017-05-18 10:26:48.170,2017,5,18,0.2325581395348832,0.0079943691336344,0.8641975308641975,0.4191043192845075,0.3623089717293432,2
"147 km NE of Bamboo Flat, India",4.6,93.5971,12.7126,100.98,2017-05-17 17:45:54.770,2017,5,17,0.2558139534883721,0.026872434134743,0.0382716049382716,0.3842876779583455,0.1634640451829357,4
"24 km NW of ?uk?mat? Azrah, Afghanistan",4.5,69.4223,34.2997,13.2,2017-05-17 16:19:30.230,2017,5,17,0.2325581395348832,0.2495355011480185,0.0259259259259259,0.3842876779583455,0.207903857299447,2
"27 km NE of Pul-e ‘Alam, Afghanistan",4.3,69.2214,34.1767,17.15,2017-05-17 15:05:27.100,2017,5,17,0.1860465116279066,0.1932381340655523,0.0203703703703703,0.3841245884980622,0.1761370934534573,2
"9 km WNW of Gyalshing, India",4.2,88.1714,27.3266,10.0,2017-05-16 22:13:19.060,2017,5,16,0.1627906976744184,0.3247886905645809,0.0172839506172839,0.3848199551832014,0.2002178977589928,0
"11 km W of Ashk?sham, Afghanistan",4.2,71.4074,36.68,179.29,2017-05-16 18:13:32.860,2017,5,16,0.1627906976744184,0.0112270388578102,0.961111111111111,0.3840702099549881,0.357671813171525,2
"252 km E of Port Blair, India",4.6,95.052,11.4865,20.79,2017-05-16 14:04:40.080,2017,5,16,0.2558139534883721,0.1594298221612586,0.028395061728395,0.3698073487201777,0.1919622070013703,4
"38 km S of Jurm, Afghanistan",4.2,70.8408,36.5205,189.88,2017-05-14 08:40:31.060,2017,5,14,0.1627906976744184,0.0100966708500227,0.932716049382716,0.3701686431569331,0.3482052207177711,2
"253 km SSE of Hotan, China",4.3,81.4457,35.1792,10.0,2017-05-14 05:28:14.560,2017,5,14,0.1860465116279066,0.3247886905645809,0.0271604938271604,0.3694343937635774,0.2085187342322392,17
"39 km ENE of Jurm, Afghanistan",4.2,71.2586,36.9678,105.14,2017-05-13 19:22:48.300,2017,5,13,0.1627906976744184,0.0254606925681176,0.9882716049382716,0.36543252454357,0.3652246972441792,2
"17 km W of Ashk?sham, Afghanistan",4.7,71.3433,36.7053,177.09,2017-05-12 16:49:01.210,2017,5,12,0.2790697674418601,0.0114787297327852,0.9722222222222222,0.3693099917478545,0.398996155355581,2
"137 km ESE of Murghob, Tajikistan",4.8,75.3494,37.6,10.0,2017-05-11 04:03:41.910,2017,5,11,0.3023255813953487,0.3247886905645809,0.0185185185185185,0.3815932621550363,0.2488797450824023,9
"22 km ESE of Farkh?r, Afghanistan",4.3,70.0854,36.4905,230.69,2017-05-10 22:21:36.480,2017,5,10,0.1860465116279066,0.0067070209747676,0.815432098765432,0.3807932868875708,0.3277700520379528,2
"143 km ESE of Murghob, Tajikistan",5.0,75.4207,37.5941,10.0,2017-05-10 22:00:58.320,2017,5,10,0.3488372093023251,0.3247886905645809,0.0179012345679012,0.3985878417184503,0.2675536807967018,9
"131 km ESE of Murghob, Tajikistan",5.4,75.3098,37.6433,7.62,2017-05-10 21:58:21.700,2017,5,10,0.4418604651162787,0.4169891252195308,0.0185185185185185,0.4489501528530185,0.3308705966531627,9
"150 km NNE of Qamdo, China",4.1,97.5866,32.4418,10.0,2017-05-08 09:18:25.040,2017,5,8,0.1395348837209298,0.3247886905645809,0.0012345679012345,0.4509832711943933,0.1979905145979383,-1
western Xizang,4.4,89.2006,33.8033,10.0,2017-05-07 13:35:10.430,2017,5,7,0.2093023255813952,0.3247886905645809,0.0141975308641975,0.4476082755103605,0.225143610637237,29
northwestern Kashmir,4.2,73.9818,36.7713,77.3,2017-05-06 17:57:06.800,2017,5,6,0.1627906976744184,0.0377657699155068,0.0191358024691358,0.4487547123186704,0.1385153441300077,-1
"52 km NW of Mawlaik, Myanmar",4.3,93.9828,23.9172,68.35,2017-05-06 14:48:51.480,2017,5,6,0.1860465116279066,0.0438201651730836,0.124074074074074,0.4438124940517673,0.1736617129893218,1
"4 km SSE of Ashk?sham, Afghanistan",5.0,71.5463,36.6476,400.57,2017-05-06 09:52:28.780,2017,5,6,0.3488372093023251,0.0,0.9259259259259258,0.453753578204541,0.4216375414679764,2
"226 km N of Bamboo Flat, India",5.0,92.548,13.7401,19.13,2017-05-05 17:58:35.880,2017,5,5,0.3488372093023251,0.1733313663733916,0.0561728395061728,0.4678680579965378,0.2496492834251855,4
"45 km S of Jurm, Afghanistan",4.5,70.9239,36.464,100.08,2017-05-05 09:17:14.950,2017,5,5,0.2325581395348832,0.0271931483655061,0.9277777777777776,0.4680822914833993,0.39035042409554,2
"12 km WNW of Ashk?sham, Afghanistan",4.3,71.401,36.7233,189.25,2017-05-04 16:16:51.100,2017,5,4,0.1860465116279066,0.0101603960812579,0.9685185185185184,0.466392538891357,0.379744888553415,2
"Hindu Kush region, Afghanistan",4.2,70.9662,36.3465,95.87,2017-05-03 22:41:33.010,2017,5,3,0.1627906976744184,0.0287725170593581,0.9037037037037036,0.4672247681499312,0.3601795145993016,2
"228 km E of Port Blair, India",4.7,94.8399,11.7813,28.01,2017-05-01 18:59:31.990,2017,5,1,0.2790697674418601,0.117474389808694,0.0339506172839506,0.4717359409733199,0.2062910615238101,4
"215 km N of Bamboo Flat, India",4.4,92.851,13.6394,27.84,2017-05-01 06:50:59.270,2017,5,1,0.2093023255813952,0.11822077308323,0.0648148148148148,0.4680822914833993,0.1892270546505094,4
"41 km S of Jurm, Afghanistan",4.1,70.8958,36.4915,152.06,2017-04-30 20:09:16.190,2017,4,30,0.1395348837209298,0.0148517237359286,0.9333333333333332,0.4696414564198419,0.3563296920326171,2
"45 km N of Fayzabad, Afghanistan",4.4,70.5101,37.5207,9.23,2017-04-29 07:45:24.070,2017,4,29,0.2093023255813952,0.3499236604167525,0.2851851851851852,0.4630486645878618,0.301490325042152,2
"29 km NE of ?uk?mat? Azrah, Afghanistan",4.0,69.8494,34.3746,10.0,2017-04-29 06:17:01.790,2017,4,29,0.1162790697674416,0.3247886905645809,0.0333333333333333,0.4674661055820171,0.2003480962303856,2
"40 km SE of Farkh?r, Afghanistan",4.1,70.1397,36.2911,121.36,2017-04-28 19:14:13.800,2017,4,28,0.1395348837209298,0.0208730638721286,0.815432098765432,0.47056559852803,0.3284983397409201,2
"76 km E of Saga, China",4.4,86.0168,29.2836,8.0,2017-04-27 02:10:11.800,2017,4,27,0.2093023255813952,0.398996696794802,0.0135802469135802,0.4672247681499312,0.2464837651030736,0
"40 km WNW of Nongstoin, India",4.3,90.8833,25.6263,31.19,2017-04-25 16:14:55.930,2017,4,25,0.1860465116279066,0.1049656264427187,0.0222222222222222,0.4626966975545564,0.166317745869186,13
"144 km NNE of Barishal, Pakistan",4.3,75.5363,37.437,95.76,2017-04-25 14:33:46.680,2017,4,25,0.1860465116279066,0.0288156256165964,0.0185185185185185,0.462868202106014,0.1463800454194481,9
"58 km NE of Dipayal, Nepal",4.3,81.3034,29.6836,18.73,2017-04-24 15:04:30.130,2017,4,24,0.1860465116279066,0.1770308839374019,0.0388888888888888,0.4597895031132483,0.1880646477433272,8
"29 km S of Kunduz, Afghanistan",4.3,68.8783,36.4613,31.43,2017-04-23 22:55:36.670,2017,4,23,0.1860465116279066,0.1041211271723088,0.1253086419753086,0.4599802551106557,0.19147075962327,2
Bay of Bengal,4.1,87.0302,9.2736,17.14,2017-04-22 18:45:12.860,2017,4,22,0.1395348837209298,0.1933497026827171,0.0006172839506172,0.4623715671054453,0.1666846910264758,-1
"46 km SE of Farkh?r, Afghanistan",4.1,70.2391,36.29,110.21,2017-04-20 18:27:47.620,2017,4,20,0.1395348837209298,0.0238829323639954,0.8487654320987653,0.4653164953008164,0.336796774713138,2
"76 km SE of Shache, China",4.6,77.9129,37.9748,10.0,2017-04-20 03:39:14.870,2017,4,20,0.2558139534883721,0.3247886905645809,0.0333333333333333,0.4678591294723921,0.2492442591162676,27
"33 km S of Jurm, Afghanistan",4.3,70.835,36.5623,191.16,2017-04-18 20:33:49.230,2017,4,18,0.1860465116279066,0.009968484283352,0.9450617283950616,0.4621185297188343,0.3731916116971958,2
"28 km WNW of Ashk?sham, Afghanistan",4.1,71.2289,36.7674,190.61,2017-04-18 18:24:50.680,2017,4,18,0.1395348837209298,0.0100233546030906,0.9870370370370368,0.4299771305814293,0.3625988767995717,2
"4 km NW of Chh?tak, Bangladesh",4.5,91.6394,25.0632,34.06,2017-04-18 14:01:34.540,2017,4,18,0.2325581395348832,0.0956243769722805,0.0148148148148148,0.4290726618928414,0.1733660460679091,19
Kashmir-India border region,4.6,76.422,33.9575,51.3,2017-04-18 05:11:55.400,2017,4,18,0.2558139534883721,0.0610877735877814,0.0265432098765432,0.4072243873685617,0.1725262876922956,5
"36 km S of Jurm, Afghanistan",5.1,70.8619,36.5405,194.44,2017-04-17 23:04:36.490,2017,4,17,0.3720930232558135,0.0096476702465344,0.9438271604938272,0.43101540777714,0.4332535769911961,2
"67 km ENE of Khorugh, Tajikistan",4.4,72.241,37.7484,119.46,2017-04-17 04:41:30.580,2017,4,17,0.2093023255813952,0.0213465717797555,0.2574074074074074,0.4303655647638836,0.2074991434648616,2
"30 km ESE of Jurm, Afghanistan",4.1,71.12,36.7123,231.37,2017-04-16 15:07:14.760,2017,4,16,0.1395348837209298,0.0066606252965673,0.9858024691358024,0.4334123188288224,0.3619648307347411,2
"36 km S of Jurm, Afghanistan",4.1,70.8467,36.5377,188.64,2017-04-16 00:02:59.250,2017,4,16,0.1395348837209298,0.0102225017418102,0.9388888888888888,0.429938267861666,0.35060579713925,2
"47 km SSW of Jurm, Afghanistan",4.0,70.5914,36.4799,206.71,2017-04-15 00:23:59.440,2017,4,15,0.1162790697674416,0.0085373975360282,0.9209876543209876,0.4358823080247077,0.3384612835865647,2
"34 km WSW of Ashk?sham, Afghanistan",4.0,71.1915,36.5339,242.27,2017-04-14 06:53:56.030,2017,4,14,0.1162790697674416,0.0059523308329219,0.9592592592592591,0.4430588638696391,0.3484594015220957,2
"42 km E of Farkh?r, Afghanistan",4.3,70.331,36.5223,220.57,2017-04-12 00:43:31.200,2017,4,12,0.1860465116279066,0.0074311537882142,0.9098765432098764,0.4429457087499621,0.3608850596317843,2
"58 km ENE of Khorugh, Tajikistan",4.6,72.1238,37.7524,121.97,2017-04-10 06:57:36.960,2017,4,10,0.2558139534883721,0.0207241458854688,0.2685185185185185,0.4430965758213497,0.2283100361951295,2
"48 km S of Farkh?r, Afghanistan",4.0,69.8415,36.1403,117.93,2017-04-07 18:06:10.620,2017,4,7,0.1162790697674416,0.0217388670892173,0.5438271604938271,0.449879657270132,0.2495711299048854,2
"24 km SSE of Jurm, Afghanistan",4.3,70.9754,36.6782,205.36,2017-04-06 03:39:44.220,2017,4,6,0.1860465116279066,0.0086530904622738,0.9833333333333332,0.4481212723791042,0.3803310758755347,2
"Andaman Islands, India region",5.3,93.0491,14.4592,31.8,2017-04-05 16:44:36.740,2017,4,5,0.4186046511627903,0.102843403638218,0.0388888888888888,0.4845265981623509,0.254623690763106,4
"62 km SSW of Ashk?sham, Afghanistan",4.9,71.3606,36.1398,108.14,2017-04-04 21:41:07.440,2017,4,4,0.3255813953488369,0.0245093998237654,0.8246913580246913,0.494460162006352,0.4004227021351599,2
"19 km NW of Ashk?sham, Afghanistan",4.8,71.3571,36.7821,178.43,2017-04-04 04:48:38.490,2017,4,4,0.3023255813953487,0.0113246923362873,0.9790123456790124,0.4985993841780826,0.4281881206189093,2
"31 km NE of Baghl?n, Afghanistan",4.6,68.9415,36.3391,43.02,2017-04-02 02:48:11.600,2017,4,2,0.2558139534883721,0.074298739502596,0.1364197530864197,0.4976601487667775,0.2168635291832008,2
"17 km E of Farkh?r, Afghanistan",4.0,70.0559,36.5656,229.25,2017-03-31 22:29:28.650,2017,3,31,0.1162790697674416,0.0068061752686329,0.8018518518518518,0.5039660194277663,0.3184570841128907,2
"27 km NNE of A?bak, Afghanistan",4.0,68.1483,36.4843,46.54,2017-03-31 08:37:31.360,2017,3,31,0.1162790697674416,0.0681201490324968,0.0469135802469135,0.5092104813048065,0.1458376789341781,2
"34 km SW of Ashk?sham, Afghanistan",4.0,71.2541,36.4708,90.47,2017-03-30 23:03:09.900,2017,3,30,0.1162790697674416,0.0310111440897087,0.9450617283950616,0.5156424567565732,0.3620622610532831,2
"33 km NE of Nyaungdon, Myanmar",4.2,95.8795,17.236,5.99,2017-03-30 10:34:52.380,2017,3,30,0.1627906976744184,0.5163600027855165,0.0129629629629629,0.5156424567565732,0.2666538541366523,16
"54 km ESE of Farkh?r, Afghanistan",4.1,70.4434,36.4392,151.19,2017-03-29 18:26:05.660,2017,3,29,0.1395348837209298,0.0149889152941807,0.9111111111111112,0.515836849320454,0.3577377433017165,2
"18 km NE of Khorugh, Tajikistan",4.1,71.6826,37.6245,15.56,2017-03-28 23:51:22.870,2017,3,28,0.1395348837209298,0.212670072455877,0.3481481481481481,0.512481394184847,0.2659139735810587,2
"261 km NNW of Nagqu, China",4.2,90.9632,33.6425,30.25,2017-03-28 10:59:21.720,2017,3,28,0.1627906976744184,0.1083981443972558,0.0135802469135802,0.5135643577355934,0.1645059956740944,-1
"32 km SSE of Jurm, Afghanistan",4.2,71.0259,36.6117,211.61,2017-03-28 07:31:22.310,2017,3,28,0.1627906976744184,0.0081298193339847,0.9728395061728394,0.4986412730778513,0.3770152665244302,2
"15 km SSE of Yang? Qal‘ah, Afghanistan",4.0,69.665,37.3364,34.46,2017-03-27 16:42:13.690,2017,3,27,0.1162790697674416,0.0944425189413307,0.1518518518518518,0.4560035110789658,0.170671793778745,2
"204 km NW of Saga, China",4.2,83.6889,30.5998,34.76,2017-03-26 22:54:51.700,2017,3,26,0.1627906976744184,0.0935734765217607,0.0055555555555555,0.4542688310345762,0.1498993268605619,-1
"4 km SSE of Rangpo, India",4.5,88.5534,27.1419,24.39,2017-03-26 21:42:11.940,2017,3,26,0.2325581395348832,0.1355275860573743,0.0160493827160493,0.4552700617143084,0.1875801002877113,0
"24 km WSW of Ashk?sham, Afghanistan",4.5,71.2697,36.6296,117.93,2017-03-26 14:11:18.590,2017,3,26,0.2325581395348832,0.0217388670892173,0.9716049382716048,0.4554076734478259,0.3980424511945886,2
"25 km ESE of Farkh?r, Afghanistan",4.0,70.1302,36.4948,220.56,2017-03-26 05:09:49.750,2017,3,26,0.1162790697674416,0.0074319020501414,0.8419753086419752,0.4607424733685921,0.3221608480969225,2
"35 km NNW of Khand?d, Afghanistan",4.2,72.1371,37.2411,98.17,2017-03-26 04:17:27.590,2017,3,26,0.1627906976744184,0.0278930609191869,0.4339506172839506,0.4410271016095929,0.2385917289782697,2
"23 km S of Khanabad, Afghanistan",4.2,69.0923,36.4735,57.77,2017-03-26 00:06:32.480,2017,3,26,0.1627906976744184,0.0533555774238712,0.1975308641975308,0.4191142864490754,0.1825654975587583,2
"19 km WNW of Ashk?sham, Afghanistan",4.4,71.3332,36.7488,185.84,2017-03-25 11:11:49.650,2017,3,25,0.2093023255813952,0.0105127797861103,0.9765432098765432,0.4177065688407235,0.3826757966952602,2
"18 km SE of Khorugh, Tajikistan",4.3,71.68,37.363,114.8,2017-03-25 07:19:49.240,2017,3,25,0.1860465116279066,0.0225737014611929,0.5839506172839506,0.4177065688407235,0.2794033440821617,2
"15 km SE of Jurm, Afghanistan",4.3,70.9663,36.7806,79.84,2017-03-25 06:23:04.980,2017,3,25,0.1860465116279066,0.0362917559031023,0.9950617283950616,0.4171161139877381,0.385522067242469,2
"86 km SE of Phek, India",4.5,95.0201,25.0469,104.0,2017-03-25 02:05:56.400,2017,3,25,0.2325581395348832,0.0258364368942611,0.0790123456790123,0.4112258861992676,0.1692914274104176,1
"36 km WSW of Ashk?sham, Afghanistan",4.2,71.1704,36.537,229.92,2017-03-23 12:23:44.180,2017,3,23,0.1627906976744184,0.0067598871448852,0.9598765432098764,0.4113071440938906,0.3603319233888205,2
"35 km E of Khorugh, Tajikistan",4.9,71.9527,37.5003,9.93,2017-03-22 11:27:01.940,2017,3,22,0.3255813953488369,0.3269273476517281,0.3574074074074074,0.4264653024802428,0.3490069725089132,2
"51 km WNW of H?flong, India",4.4,92.5623,25.3798,34.67,2017-03-21 15:40:45.410,2017,3,21,0.2093023255813952,0.0938326543535349,0.0135802469135802,0.4264653024802428,0.1640788346423035,19
"46 km S of Jurm, Afghanistan",4.5,70.8119,36.4474,134.32,2017-03-21 14:08:08.270,2017,3,21,0.2325581395348832,0.0179979204978135,0.9222222222222222,0.4228749251281674,0.3798816232864431,2
"32 km SE of Sanjwal, Pakistan",4.3,72.6676,33.5487,40.98,2017-03-21 05:56:37.260,2017,3,21,0.1860465116279066,0.07835376563473,0.0166666666666666,0.4202986913819997,0.1519161908524164,3
"78 km W of Zangguy, China",4.4,77.8916,37.2025,45.18,2017-03-19 13:45:16.810,2017,3,19,0.2093023255813952,0.0703956748368563,0.0438271604938271,0.4202986913819997,0.1648563264934592,27
"208 km SSE of Port Blair, India",4.6,93.5567,9.9624,35.85,2017-03-19 08:57:06.970,2017,3,19,0.2558139534883721,0.0905350589572407,0.124074074074074,0.423713757906307,0.206744230664705,4
"288 km WSW of Dawei, Myanmar",4.4,95.8132,12.91,23.33,2017-03-18 15:58:21.640,2017,3,18,0.2093023255813952,0.1418307269920441,0.0172839506172839,0.423822191407843,0.1766078120669968,4
"35 km SSW of Jurm, Afghanistan",4.2,70.7407,36.5563,177.85,2017-03-17 17:58:14.010,2017,3,17,0.1627906976744184,0.01139108192135,0.9345679012345678,0.4246984988410337,0.3571712648011809,2
"56 km SSE of Port Blair, India",4.8,92.8778,11.1741,46.01,2017-03-17 14:01:43.070,2017,3,17,0.3023255813953487,0.0689912778954424,0.032716049382716,0.4347595782761052,0.1964547220493274,4
"89 km SSE of Hayuliang, India",4.4,96.7901,27.2997,54.22,2017-03-14 16:39:56.790,2017,3,14,0.2093023255813952,0.0573737836512936,0.0234567901234567,0.4318384282092385,0.1582392216285617,1
"Nicobar Islands, India region",6.0,92.3044,6.1457,10.0,2017-03-14 02:51:16.770,2017,3,14,0.5813953488372092,0.3247886905645809,0.0160493827160493,0.5421719796456926,0.3700236873600346,10
"35 km NNE of Jurm, Afghanistan",4.0,70.9706,37.1609,81.53,2017-03-13 20:12:00.780,2017,3,13,0.1162790697674416,0.0353612813144323,0.958641975308642,0.546133190267029,0.3711184671144275,2
"36 km SE of Tharyarwady, Myanmar",5.1,95.9998,17.3991,10.0,2017-03-13 14:19:06.670,2017,3,13,0.3720930232558135,0.3247886905645809,0.0246913580246913,0.5649023807957146,0.3023379274062099,16
"72 km S of Jurm, Afghanistan",4.5,70.6902,36.2226,114.84,2017-03-13 02:07:19.280,2017,3,13,0.2325581395348832,0.0225627480637714,0.8907407407407407,0.5619366821214777,0.3940117233565588,2
"Nicobar Islands, India region",4.3,91.8219,8.3783,32.13,2017-03-10 12:39:35.300,2017,3,10,0.1860465116279066,0.1017278906721395,0.0179012345679012,0.5619664165809595,0.1793185228669214,10
"34 km SSW of Ashk?sham, Afghanistan",4.4,71.3265,36.4244,113.13,2017-03-09 06:18:45.290,2017,3,9,0.2093023255813952,0.0230378575552738,0.9296296296296296,0.5604479477669705,0.3954898779147597,2
"52 km ENE of W?ngjing, India",4.7,94.5703,24.7062,69.71,2017-03-09 02:55:11.360,2017,3,9,0.2790697674418601,0.042801415298999,0.1061728395061728,0.5450919439618902,0.2166817739002275,1
"southern Xinjiang, China",4.7,84.9348,36.6638,12.83,2017-03-07 16:22:25.740,2017,3,7,0.2790697674418601,0.2564561555434769,0.0055555555555555,0.5487352745375098,0.2454876375600356,-1
"2 km NE of Samtse, Bhutan",4.0,89.1143,26.9162,10.0,2017-03-07 10:28:56.500,2017,3,7,0.1162790697674416,0.3247886905645809,0.0135802469135802,0.5513402314885469,0.2079909435114268,0
"88 km SE of Phek, India",4.3,95.1428,25.1149,89.95,2017-03-06 21:30:06.950,2017,3,6,0.1860465116279066,0.0312407472828014,0.0777777777777777,0.5483925981414428,0.1746298000561285,1
"20 km N of Nahr?n, Afghanistan",4.0,69.1498,36.2474,143.25,2017-03-06 11:00:35.600,2017,3,6,0.1162790697674416,0.0163174549611396,0.2160493827160494,0.5483925981414428,0.1810482735591182,2
"106 km E of Khand?d, Afghanistan",4.4,73.5041,37.0511,90.32,2017-03-06 02:44:00.340,2017,3,6,0.2093023255813952,0.0310771074299865,0.0345679012345679,0.5422644294681132,0.1710067305398439,2
"49 km SSE of Jurm, Afghanistan",4.4,71.03,36.4473,86.17,2017-03-05 14:41:27.090,2017,3,5,0.2093023255813952,0.0329921177126619,0.9333333333333332,0.5418405715827025,0.3961132624523925,2
