place,magnitude,longitude,latitude,depth_km,time,year,month,day,energy_index,depth_score,frequency_index,mag_variability,composite_score,cluster
"27 km E of Nagarkot, Nepal",4.6,85.799,27.727,22.322,2023-12-31 16:36:23.043,2023,12,31,0.2558139534883721,0.1483561488674907,0.1919753086419753,0.0,0.1746177480982967,0
"93 km WSW of Myitkyina, Myanmar",5.0,96.5235,25.0911,10.0,2023-12-29 16:31:16.478,2023,12,29,0.3488372093023251,0.3247886905645809,0.032716049382716,0.404662069674952,0.2721685186938808,1
"45 km S of Farkhār, Afghanistan",4.2,69.9176,36.162,122.959,2023-12-28 07:58:08.799,2023,12,28,0.1627906976744184,0.0204858179138011,0.6055555555555555,0.5722785871122827,0.299328875620228,2
"57 km SSE of Mawlaik, Myanmar",4.1,94.522,23.139,114.245,2023-12-25 23:53:27.068,2023,12,25,0.1395348837209298,0.0227264645017378,0.1129629629629629,0.5884436773761776,0.1710261177749272,1
"24 km S of Thang, India",4.6,76.7782,34.7111,34.705,2023-12-25 23:03:56.507,2023,12,25,0.2558139534883721,0.0937317077154206,0.0043209876543209,0.5158449474208552,0.1914247996764939,-1
"14 km S of Rawalpindi, Pakistan",3.6,73.0469,33.4702,10.0,2023-12-22 00:31:13.762,2023,12,22,0.0232558139534879,0.3247886905645809,0.0203703703703703,0.6994335418879521,0.1993443314006514,3
"50 km WNW of Sabang, Indonesia",4.3,94.9014,6.0799,9.682,2023-12-20 06:42:50.029,2023,12,20,0.1860465116279066,0.334729867957901,0.0574074074074074,0.6390647587885792,0.2590103117293812,4
"43 km NNE of Letpandan, Myanmar",4.5,95.9762,18.111,10.0,2023-12-19 12:14:23.981,2023,12,19,0.2325581395348832,0.3247886905645809,0.0333333333333333,0.5969745258604284,0.2604720336907519,1
"55 km NW of Sabang, Indonesia",4.1,95.0067,6.2812,10.026,2023-12-18 23:59:37.199,2023,12,18,0.1395348837209298,0.3240012484523973,0.065432098765432,0.5722785871122827,0.2320373341736252,4
"85 km E of Falam, Myanmar",4.1,94.5073,22.8195,87.022,2023-12-18 23:43:13.481,2023,12,18,0.1395348837209298,0.0325842331404318,0.1067901234567901,0.5497797515471218,0.1661477611836991,1
"38 km SSW of Padam, India",4.8,76.6962,33.1609,10.0,2023-12-18 10:31:29.554,2023,12,18,0.3023255813953487,0.3247886905645809,0.0345679012345679,0.5627700027324393,0.2800686018480251,5
"41 km SSW of Padam, India",4.3,76.6507,33.1492,10.0,2023-12-18 10:27:11.437,2023,12,18,0.1860465116279066,0.3247886905645809,0.0351851851851851,0.5370528324718408,0.2356676728779849,5
"31 km S of Padam, India",5.1,76.8401,33.1836,10.0,2023-12-18 10:18:52.984,2023,12,18,0.3720930232558135,0.3247886905645809,0.0333333333333333,0.5941024532886108,0.3088784321073049,5
"58 km SSW of Jurm, Afghanistan",4.2,70.5946,36.3708,160.675,2023-12-18 06:11:34.085,2023,12,18,0.1627906976744184,0.0135729118460182,0.9117283950617284,0.5762932521377666,0.3747460587336481,2
"32 km SW of Dajal, Pakistan",4.3,70.139,29.3551,10.0,2023-12-18 06:08:00.569,2023,12,18,0.1860465116279066,0.3247886905645809,0.0209876543209876,0.5563884480740192,0.2350186325022623,6
"128 km NNE of Skardu, Pakistan",4.6,76.3623,36.2885,10.0,2023-12-17 04:17:06.162,2023,12,17,0.2558139534883721,0.3247886905645809,0.0160493827160493,0.5429111374253688,0.2561810726548931,9
"48 km SW of Jurm, Afghanistan",4.0,70.5292,36.504,204.177,2023-12-15 19:55:46.896,2023,12,15,0.1162790697674416,0.0087557233414248,0.9203703703703704,0.5436868043097364,0.3545322184930138,2
"64 km S of Jurm, Afghanistan",4.4,70.9487,36.2931,108.321,2023-12-14 06:04:56.346,2023,12,14,0.2093023255813952,0.0244536752196141,0.8993827160493827,0.5275133524608114,0.3833419146398593,2
"Nicobar Islands, India region",4.2,91.1737,8.2884,10.0,2023-12-13 16:22:04.474,2023,12,13,0.1627906976744184,0.3247886905645809,0.0123456790123456,0.5159609588801924,0.2186544804123069,-1
"112 km SSE of Damusi, China",4.1,76.9915,36.7912,115.422,2023-12-13 00:05:16.195,2023,12,13,0.1395348837209298,0.0224042275970084,0.0154320987654321,0.5094882466825852,0.1347195278953233,7
"81 km NE of Mawlaik, Myanmar",4.3,94.865,24.2461,118.744,2023-12-12 20:07:17.705,2023,12,12,0.1860465116279066,0.0215289077550347,0.1191358024691358,0.4968845034880002,0.1748151321490099,1
"55 km SSW of Jurm, Afghanistan",4.9,70.6032,36.397,152.821,2023-12-12 02:05:45.531,2023,12,12,0.3255813953488369,0.0147329929671858,0.915432098765432,0.5128732423457327,0.4234257476571073,2
"46 km E of Farkhār, Afghanistan",4.3,70.3729,36.5081,194.47,2023-12-11 02:33:56.043,2023,12,11,0.1860465116279066,0.0096447856594799,0.9111111111111112,0.5016114471464655,0.3705469703343849,2
"30 km SSE of Farkhār, Afghanistan",4.5,69.9711,36.3106,144.121,2023-12-10 03:38:19.102,2023,12,10,0.2325581395348832,0.0161646181269891,0.6993827160493826,0.4919656407990433,0.3340770285011585,2
"57 km E of Khorugh, Tajikistan",4.5,72.2049,37.4934,198.73,2023-12-08 23:30:14.549,2023,12,8,0.2325581395348832,0.0092439723388089,0.2969135802469135,0.4828468105047499,0.2303617585593522,2
"9 km E of Cherrapunji, India",4.2,91.786,25.2901,46.386,2023-12-08 03:16:57.576,2023,12,8,0.1627906976744184,0.0683712610259464,0.0141975308641975,0.47589995745651,0.1490039357770589,19
"289 km SSE of Port Blair, India",4.8,93.9828,9.3573,10.0,2023-12-05 14:45:03.410,2023,12,5,0.3023255813953487,0.3247886905645809,0.115432098765432,0.4809778170410726,0.2880158233770361,4
"59 km SW of Ashkāsham, Afghanistan",4.2,71.0524,36.3089,132.983,2023-12-05 02:42:48.131,2023,12,5,0.1627906976744184,0.0182687997131233,0.8944444444444444,0.4748505719424433,0.3563826410168049,2
"71 km NW of Gyalshing, India",4.4,87.8388,27.8117,70.467,2023-12-04 19:04:15.283,2023,12,4,0.2093023255813952,0.0422511584553201,0.0296296296296296,0.4663094505088458,0.1611724285510526,0
"22 km E of Wana, Pakistan",4.5,69.8057,32.2829,44.594,2023-12-03 18:22:23.057,2023,12,3,0.2325581395348832,0.0714180068369582,0.0148148148148148,0.4591621886009123,0.1718278825402892,33
"31 km W of Mawlaik, Myanmar",4.3,94.0944,23.6171,70.037,2023-12-03 01:13:41.199,2023,12,3,0.1860465116279066,0.0425622829854733,0.1382716049382716,0.4520365967084688,0.1781302405569738,1
"41 km SSW of Khorugh, Tajikistan",4.0,71.3331,37.1609,126.516,2023-12-02 22:37:34.338,2023,12,2,0.1162790697674416,0.0196592147133775,0.8956790123456789,0.4553354694660319,0.3378325516032734,2
"48 km NW of Mawlaik, Myanmar",4.1,94.1295,23.9997,74.975,2023-12-02 12:51:24.704,2023,12,2,0.1395348837209298,0.0392014128858865,0.1222222222222222,0.4533675221255223,0.1571982463981809,1
"9 km ENE of Rāmganj, Bangladesh",5.5,90.9317,23.1475,45.057,2023-12-02 03:35:33.040,2023,12,2,0.4651162790697671,0.0706081027091432,0.0030864197530864,0.5259663552963815,0.2601092815844331,-1
"128 km SE of Phek, India",4.6,95.5436,25.0005,166.34,2023-11-30 13:42:32.361,2023,11,30,0.2558139534883721,0.0128037579534446,0.0777777777777777,0.5204261946192694,0.1902441968466262,1
"27 km SE of Khorugh, Tajikistan",4.5,71.7332,37.2864,125.318,2023-11-29 22:09:55.713,2023,11,29,0.2325581395348832,0.0199324160743663,0.6493827160493827,0.5134301292292505,0.3257386512525339,2
"276 km ENE of Port Blair, India",4.8,95.2346,12.1737,10.0,2023-11-29 08:12:24.794,2023,11,29,0.3023255813953487,0.3247886905645809,0.0351851851851851,0.5145623797223107,0.2729917793841601,4
"44 km ESE of Wāngjing, India",4.2,94.4578,24.4108,73.909,2023-11-29 01:41:52.476,2023,11,29,0.1627906976744184,0.0398894446027814,0.1203703703703703,0.510097943067377,0.1735563893894409,1
"37 km SW of Ashkāsham, Afghanistan",4.3,71.2484,36.4367,92.344,2023-11-28 16:45:19.829,2023,11,28,0.1860465116279066,0.0302049112901121,0.9320987654320988,0.5040085248906048,0.3812934769839107,2
"107 km ESE of Phek, India",4.6,95.4219,25.1849,10.0,2023-11-28 12:11:50.049,2023,11,28,0.2558139534883721,0.3247886905645809,0.0777777777777777,0.4993530612459879,0.2650794599934181,1
"124 km WSW of Rikaze, China",4.7,87.7852,28.6795,74.708,2023-11-27 22:15:46.743,2023,11,27,0.2790697674418601,0.0393719248046454,0.0320987654320987,0.4971667087494181,0.1901170974762497,0
"296 km ENE of Port Blair, India",4.5,95.2787,12.6576,10.0,2023-11-26 19:24:22.473,2023,11,26,0.2325581395348832,0.3247886905645809,0.0314814814814814,0.4913684586417185,0.2441681606449824,4
"296 km ENE of Port Blair, India",4.3,95.2808,12.6444,10.0,2023-11-26 18:16:26.401,2023,11,26,0.1860465116279066,0.3247886905645809,0.0314814814814814,0.4862345153510691,0.2271189993839432,4
"81 km WSW of Myitkyina, Myanmar",4.1,96.6026,25.2211,10.0,2023-11-25 20:07:30.268,2023,11,25,0.1395348837209298,0.3247886905645809,0.0333333333333333,0.4855071411821068,0.21119378645412,1
"42 km SSE of Jurm, Afghanistan",4.1,70.9752,36.4972,201.314,2023-11-23 22:09:55.928,2023,11,23,0.1395348837209298,0.009009074385382,0.9444444444444444,0.4845971323260819,0.3598901588586943,2
"14 km W of Kirtipur, Nepal",3.8,85.1323,27.6889,10.0,2023-11-22 19:34:26.202,2023,11,22,0.0697674418604648,0.3247886905645809,0.2024691358024691,0.4959767692174794,0.2306295766255471,0
"Nicobar Islands, India region",4.3,93.993,9.1066,10.81,2023-11-20 20:01:32.421,2023,11,20,0.1860465116279066,0.3018853728076667,0.0901234567901234,0.4909438241827222,0.2367600600966231,4
"100 km SSE of Hayuliang, India",4.7,96.995,27.257,10.0,2023-11-20 08:17:56.844,2023,11,20,0.2790697674418601,0.3247886905645809,0.0234567901234567,0.4898534429975308,0.25821380522629,1
"36 km NE of Dipayal, Nepal",4.4,81.1707,29.5224,10.0,2023-11-20 05:52:27.597,2023,11,20,0.2093023255813952,0.3247886905645809,0.0395061728395061,0.4847241332438244,0.2370381497910837,8
"268 km SSE of Port Blair, India",4.3,93.8259,9.4841,100.6,2023-11-19 13:06:41.083,2023,11,19,0.1860465116279066,0.027007153752955,0.1339506172839506,0.4801617168016423,0.17737997934924,4
"37 km WSW of Ashkāsham, Afghanistan",4.3,71.1766,36.4976,221.689,2023-11-18 02:56:49.747,2023,11,18,0.1860465116279066,0.0073478477797471,0.9512345679012344,0.4786717319262232,0.3765626427789462,2
"42 km WSW of Ashkāsham, Afghanistan",4.2,71.1279,36.4844,242.573,2023-11-16 06:54:44.147,2023,11,16,0.1627906976744184,0.0059335471438586,0.941358024691358,0.4632020024179227,0.363279937507539,2
"46 km E of Bhadarwāh, India",4.2,76.2091,33.0154,16.68,2023-11-16 04:04:18.591,2023,11,16,0.1627906976744184,0.1986182908315237,0.0351851851851851,0.4632020024179227,0.184907913552912,5
"32 km SW of Ashkāsham, Afghanistan",4.9,71.312,36.4517,119.705,2023-11-15 00:05:03.423,2023,11,15,0.3255813953488369,0.021284677013453,0.9358024691358025,0.4716385233579914,0.4239710534131055,2
"55 km E of Khorugh, Tajikistan",4.2,72.1751,37.4826,190.997,2023-11-14 21:42:29.939,2023,11,14,0.1627906976744184,0.009984713073104,0.3061728395061728,0.4711422668358365,0.2066874723562411,2
"106 km NNE of Barishal, Pakistan",4.3,75.1448,37.2131,10.0,2023-11-14 07:38:45.677,2023,11,14,0.1860465116279066,0.3247886905645809,0.0191358024691358,0.4430588638696219,0.2175562319086397,9
"22 km N of Falam, Myanmar",4.3,93.667,23.1134,66.47,2023-11-14 00:25:47.867,2023,11,14,0.1860465116279066,0.0452960641648081,0.1067901234567901,0.4430588638696219,0.1695966555556101,1
"295 km SSE of Port Blair, India",4.4,94.0048,9.3023,10.0,2023-11-11 14:37:18.293,2023,11,11,0.2093023255813952,0.3247886905645809,0.1043209876543209,0.4425399986443389,0.2469142333048646,4
"52 km SSE of Jurm, Afghanistan",3.8,71.013,36.4111,101.666,2023-11-10 17:30:27.048,2023,11,10,0.0697674418604648,0.0266317550070685,0.9179012345679012,0.4548569767167484,0.3287803985524173,2
"143 km NW of Bamboo Flat, India",4.4,91.7107,12.5428,10.0,2023-11-10 15:49:15.815,2023,11,10,0.2093023255813952,0.3247886905645809,0.0166666666666666,0.4509554821806892,0.2262629755884036,4
"281 km SSE of Port Blair, India",4.4,94.0862,9.4971,10.0,2023-11-09 20:55:05.871,2023,11,9,0.2093023255813952,0.3247886905645809,0.141358024691358,0.4431060033077608,0.2562583932636372,4
"197 km N of Bamboo Flat, India",4.5,92.909,13.4736,18.383,2023-11-08 23:21:32.691,2023,11,8,0.2325581395348832,0.1803638996124191,0.0685185185185185,0.4433322028392203,0.2101157837958266,4
"5 km SW of Hangu, Pakistan",4.2,71.0272,33.4935,10.0,2023-11-08 14:24:52.621,2023,11,8,0.1627906976744184,0.3247886905645809,0.0104938271604938,0.4199009448261686,0.2037825153412404,-1
"20 km WSW of Ashk?sham, Afghanistan",4.4,71.3244,36.6045,221.464,2023-11-08 08:28:25.236,2023,11,8,0.2093023255813952,0.0073645310034665,0.96358024691358,0.4184259950975436,0.3787559076973815,2
"112 km NW of Sabang, Indonesia",4.7,94.6503,6.6624,95.025,2023-11-08 05:02:05.284,2023,11,8,0.2790697674418601,0.0291062038813159,0.2092592592592592,0.4231909161493613,0.220744421812199,4
"99 km N of Sabang, Indonesia",4.7,95.2054,6.7857,188.776,2023-11-07 09:07:03.243,2023,11,7,0.2790697674418601,0.0102086206497174,0.0938271604938271,0.4257987049651566,0.1875531696353106,4
"Nicobar Islands, India region",4.6,91.6874,7.3119,10.0,2023-11-07 00:02:12.657,2023,11,7,0.2558139534883721,0.3247886905645809,0.0234567901234567,0.4203483832386458,0.2396485113787365,10
"34 km E of Dailekh, Nepal",5.3,82.0652,28.8564,10.0,2023-11-06 10:46:39.805,2023,11,6,0.4186046511627903,0.3247886905645809,0.0234567901234567,0.4582606287090615,0.3023120923853452,8
"37 km W of Kunduz, Afghanistan",4.4,68.4447,36.783,32.857,2023-11-05 23:04:47.300,2023,11,5,0.2093023255813952,0.0993471041033247,0.0703703703703703,0.4561042681306446,0.1841008227915088,2
"32 km W of Kunduz, Afghanistan",4.1,68.4972,36.7592,51.508,2023-11-05 07:23:21.096,2023,11,5,0.1395348837209298,0.0608095511626211,0.0734567901234567,0.4561042681306446,0.1508194348434416,2
"61 km S of Murghob, Tajikistan",4.6,73.9605,37.6155,10.0,2023-11-04 19:55:33.972,2023,11,4,0.2558139534883721,0.3247886905645809,0.0246913580246913,0.4568455221327803,0.2454317241881653,2
"34 km SSE of Jumla, Nepal",4.0,82.2728,28.976,10.0,2023-11-03 22:31:34.600,2023,11,3,0.1162790697674416,0.3247886905645809,0.0179012345679012,0.454121675594665,0.1944884070409248,8
"31 km NW of Sarupathar, India",4.2,96.6025,26.4186,118.316,2023-11-03 19:39:09.153,2023,11,3,0.1627906976744184,0.0216389469195803,0.0407407407407407,0.4555635831610474,0.1409062035752838,1
"32 km W of Kunduz, Afghanistan",4.2,68.4926,36.7294,45.632,2023-11-03 19:15:45.172,2023,11,3,0.1627906976744184,0.069624671200655,0.0728395061728395,0.4570192224466425,0.1611456718964165,2
"27 km E of Dailekh, Nepal",4.1,81.9912,28.8332,10.0,2023-11-03 18:44:39.613,2023,11,3,0.1395348837209298,0.3247886905645809,0.0271604938271604,0.4605157545579811,0.2059018685839579,8
"43 km E of Dailekh, Nepal",5.7,82.1531,28.858,12.0,2023-11-03 18:02:53.465,2023,11,3,0.511627906976744,0.2734139170205815,0.019753086419753,0.5292669351090419,0.3317515585683003,8
"186 km SSE of Pyapon, Myanmar",4.4,96.1897,14.67,10.0,2023-11-03 10:33:31.531,2023,11,3,0.2093023255813952,0.3247886905645809,0.0135802469135802,0.5234895357984438,0.2363714786927952,16
"40 km W of Kunduz, Afghanistan",4.4,68.4069,36.7355,49.83,2023-11-03 07:33:37.465,2023,11,3,0.2093023255813952,0.0631189680252596,0.0672839506172839,0.5216349416246832,0.1841017848578267,2
"27 km W of Kunduz, Afghanistan",4.4,68.5516,36.7565,45.976,2023-11-03 07:29:33.114,2023,11,3,0.2093023255813952,0.0690478325812921,0.0759259259259259,0.5216349416246832,0.1877444948239953,2
"101 km SSE of Murghob, Tajikistan",4.5,74.5584,37.3894,53.734,2023-11-01 22:44:01.935,2023,11,1,0.2325581395348832,0.0579644451206844,0.0209876543209876,0.5216349416246832,0.1793786149413296,9
"26 km NW of Teknāf, Bangladesh",4.1,92.127,21.033,22.237,2023-11-01 21:44:36.662,2023,11,1,0.1395348837209298,0.1489322902084042,0.0018518518518518,0.5250830664265952,0.1652957047813787,-1
"88 km SSE of Port Blair, India",4.9,93.063,10.9291,93.275,2023-11-01 12:51:15.409,2023,11,1,0.3255813953488369,0.0298162934847874,0.041358024691358,0.5270127225269817,0.2107989762951765,4
"90 km SSE of Murghob, Tajikistan",4.1,74.5228,37.4823,68.478,2023-10-31 22:26:21.090,2023,10,31,0.1395348837209298,0.0437225826240969,0.0216049382716049,0.5270127225269817,0.1442209979052981,9
"107 km SE of Murghob, Tajikistan",4.4,74.7217,37.4095,11.059,2023-10-31 19:56:12.143,2023,10,31,0.2093023255813952,0.2954630206342284,0.0216049382716049,0.4786717319262231,0.2243235634688801,9
"99 km SE of Murghob, Tajikistan",4.1,74.6496,37.4538,12.677,2023-10-31 19:54:27.109,2023,10,31,0.1395348837209298,0.2594273725085481,0.0203703703703703,0.4810656495862006,0.1909464924599851,9
"97 km N of Barishal, Pakistan",4.8,74.6137,37.1972,10.0,2023-10-31 09:19:12.427,2023,10,31,0.3023255813953487,0.3247886905645809,0.0216049382716049,0.4874576538913696,0.2655310087811239,9
"100 km N of Barishal, Pakistan",4.5,74.6008,37.226,10.0,2023-10-31 09:19:03.050,2023,10,31,0.2325581395348832,0.3247886905645809,0.0203703703703703,0.4810656495862006,0.239844961508877,9
"102 km SSE of Murghob, Tajikistan",4.3,74.5637,37.381,12.149,2023-10-31 00:40:30.322,2023,10,31,0.1860465116279066,0.2702120288983435,0.019753086419753,0.4797526499467108,0.2095704553912981,9
"150 km E of Aqqan, China",4.6,83.6482,36.5329,10.0,2023-10-31 00:40:06.435,2023,10,31,0.2558139534883721,0.3247886905645809,0.0117283950617283,0.4809266935897759,0.2458031591659739,11
"157 km E of Aqqan, China",4.3,83.7227,36.5324,10.0,2023-10-30 22:24:09.595,2023,10,30,0.1860465116279066,0.3247886905645809,0.0117283950617283,0.4797526499467108,0.2212084479683512,11
"33 km SE of Khorugh, Tajikistan",4.2,71.7861,37.2573,136.129,2023-10-29 19:35:03.796,2023,10,29,0.1627906976744184,0.0176398213964831,0.6413580246913579,0.47743965010483,0.2933421532237312,2
"160 km E of Aqqan, China",4.2,83.7545,36.5994,10.0,2023-10-29 12:58:37.030,2023,10,29,0.1627906976744184,0.3247886905645809,0.0111111111111111,0.4784622399294971,0.2127210305943939,11
"45 km W of Minbu, Myanmar",4.3,94.448,20.1066,78.31,2023-10-29 11:02:19.991,2023,10,29,0.1860465116279066,0.0371683390939107,0.0172839506172839,0.4784622399294971,0.1504986874869905,1
"83 km NE of Khandūd, Afghanistan",4.5,73.088,37.3853,65.278,2023-10-28 11:23:08.509,2023,10,28,0.2325581395348832,0.0462752206684802,0.158641975308642,0.475308780094453,0.2039209648456576,2
Bay of Bengal,4.7,88.2129,6.5874,10.014,2023-10-28 11:09:16.291,2023,10,28,0.2790697674418601,0.3243642213079525,0.0,0.4753087800944529,0.2500617909458071,-1
"25 km WNW of Kunduz, Afghanistan",4.3,68.5758,36.7842,45.946,2023-10-28 10:53:43.791,2023,10,28,0.1860465116279066,0.0690978018034107,0.0771604938271604,0.4591712862359395,0.170556545912801,2
"34 km SSE of Jurm, Afghanistan",4.2,70.9725,36.5742,183.956,2023-10-28 04:41:09.437,2023,10,28,0.1627906976744184,0.010713041799309,0.9580246913580246,0.460669935489058,0.3682616677987385,2
"68 km E of Tuensang, India",4.8,95.5087,26.2481,79.962,2023-10-27 23:23:47.733,2023,10,27,0.3023255813953487,0.0362232846524947,0.0277777777777777,0.4636977479967762,0.1913688812954566,1
"30 km S of Jurm, Afghanistan",4.4,70.8742,36.5947,211.79,2023-10-27 19:13:34.846,2023,10,27,0.2093023255813952,0.0081152045108024,0.9574074074074074,0.4636977479967762,0.3841911291325572,2
"31 km W of Kunduz, Afghanistan",4.7,68.5074,36.6873,18.499,2023-10-27 17:12:04.864,2023,10,27,0.2790697674418601,0.1792364928991659,0.0746913580246913,0.4665716382178187,0.2311421270682881,2
"154 km E of Aqqan, China",4.7,83.6881,36.519,10.0,2023-10-27 17:10:56.263,2023,10,27,0.2790697674418601,0.3247886905645809,0.0111111111111111,0.469143087417942,0.2520208321362653,11
"164 km E of Aqqan, China",4.4,83.7932,36.6518,10.0,2023-10-27 04:38:05.879,2023,10,27,0.2093023255813952,0.3247886905645809,0.0111111111111111,0.4667506688211681,0.2272433646955865,11
"59 km N of Sarupathar, India",4.3,96.8669,26.7385,52.637,2023-10-26 18:29:02.059,2023,10,26,0.1860465116279066,0.0593370354128994,0.0320987654320987,0.4650740423886915,0.1577363356393206,1
"35 km SE of Khorugh, Tajikistan",4.2,71.8833,37.3084,136.201,2023-10-25 19:39:10.749,2023,10,25,0.1627906976744184,0.0176257640977864,0.5259259259259259,0.4575307976539172,0.2614942863400621,2
"151 km E of Aqqan, China",4.5,83.6546,36.6111,10.0,2023-10-25 18:35:39.226,2023,10,25,0.2325581395348832,0.3247886905645809,0.0111111111111111,0.4554168460849176,0.2336828261688697,11
"161 km E of Aqqan, China",4.4,83.7544,36.6532,10.0,2023-10-25 15:52:17.423,2023,10,25,0.2093023255813952,0.3247886905645809,0.0111111111111111,0.4546732629176163,0.2254317538100538,11
western Xizang,4.6,87.4234,33.5193,12.287,2023-10-24 18:02:46.412,2023,10,24,0.2558139534883721,0.2673105769107597,0.019753086419753,0.4550865146734038,0.2295637767545689,24
"89 km SE of Hakha, Myanmar",4.2,94.1496,22.0121,40.573,2023-10-24 04:55:24.160,2023,10,24,0.1627906976744184,0.0792104021287092,0.0604938271604938,0.4575764461986291,0.1605392684381416,1
"269 km NNE of Saga, China",4.4,86.6091,31.4395,10.0,2023-10-23 22:47:24.464,2023,10,23,0.2093023255813952,0.3247886905645809,0.0067901234567901,0.4385575127955409,0.2219341443781622,12
"271 km NNW of Rikaze, China",4.7,88.1062,31.607,10.0,2023-10-23 08:43:37.339,2023,10,23,0.2790697674418601,0.3247886905645809,0.0037037037037037,0.4414342021796704,0.2460126474986727,-1
"246 km NNW of Nagqu, China",4.9,91.1286,33.5562,10.0,2023-10-23 06:10:38.528,2023,10,23,0.3255813953488369,0.3247886905645809,0.0141975308641975,0.450473533566481,0.2662710737642597,-1
"28 km NE of Bharatpur, Nepal",4.0,84.646,27.8519,26.661,2023-10-22 11:46:45.520,2023,10,22,0.1162790697674416,0.1236496079895575,0.1024691358024691,0.45997117347597,0.1662230363880067,0
"36 km NE of Bharatpur, Nepal",5.2,84.7252,27.8879,25.706,2023-10-22 01:54:21.100,2023,10,22,0.3953488372093019,0.1283983941393077,0.1179012345679012,0.4811003823142762,0.2721120575471993,0
"253 km N of Bamboo Flat, India",4.4,92.8694,13.9893,15.998,2023-10-20 00:20:08.653,2023,10,20,0.2093023255813952,0.2069543396903662,0.0537037037037037,0.4811003823142762,0.2105853821491472,4
"60 km NE of Dipayal, Nepal",4.5,81.357,29.6681,10.0,2023-10-18 16:18:48.676,2023,10,18,0.2325581395348832,0.3247886905645809,0.0382716049382716,0.4788375147565311,0.2439860499264019,8
"280 km SSE of Port Blair, India",4.4,93.9888,9.4496,10.0,2023-10-18 13:25:10.787,2023,10,18,0.2093023255813952,0.3247886905645809,0.1339506172839506,0.4766077281448725,0.2594318001373521,4
"7 km SSE of Kolkhozobod, Tajikistan",4.1,68.6913,37.5213,36.974,2023-10-18 01:51:38.458,2023,10,18,0.1395348837209298,0.08758453982347,0.0388888888888888,0.4812740083556262,0.1526466677337591,2
"289 km SSE of Port Blair, India",4.5,94.0097,9.3696,10.254,2023-10-16 23:13:31.567,2023,10,16,0.2325581395348832,0.3172518369017816,0.1185185185185185,0.4484939924571444,0.2576120365608558,4
"36 km NE of Dārchulā, Nepal",4.2,80.7774,30.0924,10.0,2023-10-16 03:41:40.294,2023,10,16,0.1627906976744184,0.3247886905645809,0.037037037037037,0.4509832711943761,0.2150806667656073,8
"19 km NNW of Taloqan, Afghanistan",3.9,69.4221,36.884,88.464,2023-10-15 05:10:45.290,2023,10,15,0.0930232558139532,0.0319115947068465,0.2592592592592592,0.4588800724528898,0.1741828638943435,2
"140 km N of Joshīmath, India",4.3,79.3974,31.8115,10.0,2023-10-14 21:53:08.277,2023,10,14,0.1860465116279066,0.3247886905645809,0.0074074074074074,0.4581968149008811,0.2168948257978965,-1
"42 km S of Murghob, Tajikistan",4.1,73.9645,37.7912,62.596,2023-10-14 07:13:08.554,2023,10,14,0.1395348837209298,0.0486125264885192,0.0228395061728395,0.4547835001026325,0.13491774248306,2
"58 km SSE of Jurm, Afghanistan",4.4,70.9687,36.3472,117.334,2023-10-13 13:19:53.447,2023,10,13,0.2093023255813952,0.02189442827973,0.9030864197530863,0.4524628790775757,0.3723704578233288,2
"41 km S of Murghob, Tajikistan",4.6,73.9128,37.7962,10.0,2023-10-13 10:15:37.265,2023,10,13,0.2558139534883721,0.3247886905645809,0.0246913580246913,0.4512795808657621,0.2445968329981126,2
"9 km NNE of Pul-e Khumrī, Afghanistan",4.7,68.7405,36.0303,10.0,2023-10-13 01:09:26.768,2023,10,13,0.2790697674418601,0.3247886905645809,0.0969135802469135,0.4489408480901974,0.2704411135210542,2
"10 km SE of Baghlān, Afghanistan",4.9,68.7756,36.0555,10.0,2023-10-13 00:03:14.558,2023,10,13,0.3255813953488369,0.3247886905645809,0.1043209876543209,0.3795626497779145,0.2781653053935055,2
"43 km NE of Dipayal, Nepal",4.4,81.2129,29.5722,10.0,2023-10-12 20:06:44.075,2023,10,12,0.2093023255813952,0.3247886905645809,0.0388888888888888,0.3795626497779145,0.2211096062835429,8
"57 km S of Murghob, Tajikistan",4.4,74.0165,37.6551,10.0,2023-10-12 08:54:38.335,2023,10,12,0.2093023255813952,0.3247886905645809,0.0246913580246913,0.3795626497779145,0.2175602235674936,2
"43 km NNE of Dipayal, Nepal",4.8,81.1801,29.5869,10.0,2023-10-11 18:37:21.967,2023,10,11,0.3023255813953487,0.3247886905645809,0.0395061728395061,0.3867149646638793,0.2548949140389757,8
"56 km S of Murghob, Tajikistan",4.2,74.0037,37.6614,10.0,2023-10-11 04:23:07.392,2023,10,11,0.1627906976744184,0.3247886905645809,0.024074074074074,0.3895241082173277,0.2026210515783093,2
"20 km ESE of Farkhār, Afghanistan",4.1,70.0672,36.4918,226.249,2023-10-10 07:46:27.543,2023,10,10,0.1395348837209298,0.0070168538270991,0.8030864197530864,0.3895241082173277,0.309791643929971,2
"197 km NE of Saga, China",4.4,86.3755,30.798,10.0,2023-10-08 19:46:32.191,2023,10,8,0.2093023255813952,0.3247886905645809,0.0111111111111111,0.3774879183528858,0.2138539521253442,12
"131 km N of Joshīmath, India",4.5,79.3465,31.7268,10.0,2023-10-08 13:37:04.576,2023,10,8,0.2325581395348832,0.3247886905645809,0.0067901234567901,0.3717788874522478,0.220056885460389,-1
